target,ids,date,flag,user,text
0,1962259690,Fri May 29 10:46:16 PDT 2009,NO_QUERY,sassyradish,@robbin_g that is so odd. i wanted to see it this weekend 
0,1990284559,Mon Jun 01 04:26:14 PDT 2009,NO_QUERY,redflamerose,My feet will have their revenge on these beastie heels [but they're so damn hot   ] http://bit.ly/14qxqv
0,1677924740,Sat May 02 04:42:03 PDT 2009,NO_QUERY,whoisdjspecialk,Dissapointed in tha Bombers performance 
0,1678183784,Sat May 02 05:49:50 PDT 2009,NO_QUERY,rollingstones12,Trying to get in some soccer practice before it rains. 
0,2248621980,Fri Jun 19 20:55:05 PDT 2009,NO_QUERY,Scarlettjen,"@definatalie  I love it, suits my colour scheme fantastically, thanks 4 doing that! Have to wait until I have money though unfortunately "
0,2175926707,Mon Jun 15 02:24:16 PDT 2009,NO_QUERY,rageko,"ow, I don't think that bagel is agreeing with me "
0,2208338170,Wed Jun 17 09:04:30 PDT 2009,NO_QUERY,krystalarson,@sekcdude So I'm not one of your favorite people anymore??  You can come river rafting except... it's in Red Deer!! Lol.
0,1980739504,Sun May 31 07:33:01 PDT 2009,NO_QUERY,sheenasea,@AlexAllTimeLow i need colors for you!!! 
0,2221795655,Thu Jun 18 06:00:58 PDT 2009,NO_QUERY,oscillik,http://twitpic.com/7pezh - I'm gonna get rained on in Liverpool  fucking Apple!
0,2063396250,Sun Jun 07 02:29:33 PDT 2009,NO_QUERY,NaniMariee,wants to see John 
0,1694685671,Mon May 04 03:42:57 PDT 2009,NO_QUERY,MeghanMF,@jason_2008 yeah not bad at all (well still marking  boo...) what about you?
0,1695187724,Mon May 04 05:27:54 PDT 2009,NO_QUERY,watchasifall,demi i love u but i'm so jealous u get to hang with all my fave bands and be their bff 
0,2011969326,Tue Jun 02 19:51:31 PDT 2009,NO_QUERY,madelineolin,At senior awards and sadly everything they are giving to us from plates tocups is all unrecyclable plastic 
0,2188714506,Mon Jun 15 22:25:03 PDT 2009,NO_QUERY,kamikameleon,@sporkage Maybe one died in there?  
0,2251652211,Sat Jun 20 04:10:27 PDT 2009,NO_QUERY,simplyali,"I am on stand-by for a flight at 10am... 3 more hours... I could cry or laugh, lol. Ugh, too bad I'm not feeling well "
0,1984875116,Sun May 31 15:59:03 PDT 2009,NO_QUERY,aljsmith86,legs hurt but thats my fault.. haha brown/red as fuck but its been a good weekend... back 2 work 2moro tho 
0,2244308292,Fri Jun 19 14:34:36 PDT 2009,NO_QUERY,SourLemon410,Family and friend r gonna check out scooters 2day. I don't really wanna go but I kinda do. Hard life. 
0,1556922643,Sun Apr 19 01:01:51 PDT 2009,NO_QUERY,lameBIRDIE,"The anniversary is a success, but behind the scenes, everything is a disaster "
0,1961764762,Fri May 29 10:00:34 PDT 2009,NO_QUERY,ostephens,"Oh well, there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve"
0,1976924009,Sat May 30 19:34:55 PDT 2009,NO_QUERY,robinjsam,"My Tweetdeck isn't working  I hate Vista. At least, I assume Vista is the problem- I blame everything on it these days."
0,2255387936,Sat Jun 20 11:11:17 PDT 2009,NO_QUERY,Joseph7racing,Wanna hurry and race already 
0,2259739027,Sat Jun 20 18:04:58 PDT 2009,NO_QUERY,YeahJEN,@craigeryowens I know a good album you should listen to-Birth.Eater by Oceana. Unfortnetly they just announced their breakup. 
0,2061151077,Sat Jun 06 20:16:51 PDT 2009,NO_QUERY,Nickiiixo,"@zachsang Best. Show. EVER. (: YEAH, &amp; i hate that we have to wait til fall "
0,1965219169,Fri May 29 15:32:10 PDT 2009,NO_QUERY,cameliaa,What I'm gonna do  life is not good:'( no more Exit in this hallway I'm stuck in my world...
0,2243505788,Fri Jun 19 13:32:07 PDT 2009,NO_QUERY,ariellebabyy,I really can't believe this happened.. 
0,2007637703,Tue Jun 02 12:56:01 PDT 2009,NO_QUERY,ShanJx,is revising for her history exam tomorrow  x
0,2070764472,Sun Jun 07 18:15:30 PDT 2009,NO_QUERY,dearlivia,i can't belive that tomorrow is monday! 
0,2065714753,Sun Jun 07 09:08:54 PDT 2009,NO_QUERY,JDenouden,"@NLPride08 I'm not doing so well this week...reading a book you don't like, seeing movies you don't think are that good "
0,2060502648,Sat Jun 06 19:01:35 PDT 2009,NO_QUERY,jhaight,need to get back into taking my meds... stupid anxiety attacks 
0,2065699276,Sun Jun 07 09:07:07 PDT 2009,NO_QUERY,EskimoJoelted,@Lindavesinger ...before so it would be more of a challenge. I really want to interview Eskimo Joe but havnt had any luck 
0,1973331693,Sat May 30 10:56:39 PDT 2009,NO_QUERY,melissadjahida,@1BarbaraJohnson well today i've visited a new school for September but i don't like this skool :S..so im still trying to find something 
0,2006869645,Tue Jun 02 11:48:20 PDT 2009,NO_QUERY,clusterfuct,Hates TTP 
0,1880241319,Fri May 22 00:33:49 PDT 2009,NO_QUERY,xxlindi,@jakeashley i was gonna come see you tonight! can't anymore  devo! xo
0,2068382798,Sun Jun 07 13:59:25 PDT 2009,NO_QUERY,aYvelLe_14,"i still havent completely packed for the retreat :/ oh well.. i will later tonight, i guess. 3 days w/o my phone starting tomorrow "
0,2177052225,Mon Jun 15 05:20:50 PDT 2009,NO_QUERY,Champers4u,"just discoverd that im gonna have 2 be trained 2 use PECS(picture exchange  communication system)2 help my autistic child 2 spk,long haul "
0,2240386170,Fri Jun 19 09:41:02 PDT 2009,NO_QUERY,muhshell2012,painting my room. the floorboards look like crap  ugh.
0,2198363868,Tue Jun 16 15:58:35 PDT 2009,NO_QUERY,xxsteebiexx,@PJA4ever im gud hha im sik atm !  how are you ??
0,2200366326,Tue Jun 16 18:48:04 PDT 2009,NO_QUERY,nightlyre,"I changed a tire.  Go me.  I really, really hate cars, driving, and everything associated with cars.  I want a decent bus system "
0,1961573717,Fri May 29 09:42:46 PDT 2009,NO_QUERY,lizzyh423,is sad cuz my mommy leaves to indy today 
0,2251532588,Sat Jun 20 03:48:36 PDT 2009,NO_QUERY,memorabledesign,@daretomove I only see the 'test' comment 
0,2248984665,Fri Jun 19 21:31:11 PDT 2009,NO_QUERY,lemi_dovato,Miley...big ass mistake.Lindsay...it's okay  please.Selena....you have no idea how .....he.....feels about you. trust me. call me
0,1932508702,Tue May 26 21:36:41 PDT 2009,NO_QUERY,PiaHaha,too bad lee wasn't able to play much... 
0,2001072175,Mon Jun 01 23:45:36 PDT 2009,NO_QUERY,mariaxangelina,@carlyw66 where the heck r u? How am I missing all this? 
0,1831140495,Sun May 17 18:17:35 PDT 2009,NO_QUERY,kat0844,mark out that happy face for a 
0,1824807140,Sun May 17 03:01:14 PDT 2009,NO_QUERY,_littletear_,He destroys my mom and i cant do anything. 
0,1822540723,Sat May 16 19:48:51 PDT 2009,NO_QUERY,silvermist03,I want something to drink but I don't know what 
0,2063565323,Sun Jun 07 03:10:33 PDT 2009,NO_QUERY,holotropik,@newcastlemusic most TV series do that unfortunately 
0,2322354835,Wed Jun 24 22:28:24 PDT 2009,NO_QUERY,AmandaLouise922,never enough time at night to catch up on my DVR 
0,2328514782,Thu Jun 25 09:40:25 PDT 2009,NO_QUERY,JaanaChloe,My sister doesn't want to go running with me 
0,2067735485,Sun Jun 07 12:52:06 PDT 2009,NO_QUERY,theflyinglampie,Fighting with you was not what I had in my mind for today 
0,1999723128,Mon Jun 01 20:42:28 PDT 2009,NO_QUERY,tartarz,trying to sleep. i have the flu &amp; i feel horrible!! 
0,2200364380,Tue Jun 16 18:47:55 PDT 2009,NO_QUERY,Raul_Garcia,@You_Effing_Suck np babe. It's just kinda like AHHHHHHHHHHHHHHHH I don't want to go! like wtf did I do? can't believe I even joined 
0,2058786659,Sat Jun 06 15:37:32 PDT 2009,NO_QUERY,lovecarousel,"@yep_yep ahah! poor, ashley! "
0,1956102181,Thu May 28 21:11:32 PDT 2009,NO_QUERY,flyyydefined,my tummy hurts. 
0,2055362125,Sat Jun 06 09:10:37 PDT 2009,NO_QUERY,JonDoll,@Donniedoll http://twitpic.com/6r0g5 - and I always thought Bagpuss was such a sweet cat 
0,2231082475,Thu Jun 18 18:01:16 PDT 2009,NO_QUERY,SamuraiPaul,I was super sweaty on the elevator.. that's embarrassing  #heroescon
0,2200053494,Tue Jun 16 18:22:24 PDT 2009,NO_QUERY,sarafrank,Summmer is taking way to long to arive !!!!! I hate it  LOL
0,2253301136,Sat Jun 20 07:56:23 PDT 2009,NO_QUERY,rosalesj,Just got news my dog has passed 
0,2254908338,Sat Jun 20 10:28:12 PDT 2009,NO_QUERY,NotMyWeekend,These grapes taste gross 
0,2237276608,Fri Jun 19 05:31:00 PDT 2009,NO_QUERY,tiarafranks,Thanks to my parents I'm in one if &quot;those&quot;moods.. And Demis not online to tell me not to do silly things. 
0,1791794472,Wed May 13 21:07:34 PDT 2009,NO_QUERY,AaruC,still rooting for mumbai in #IPL 
0,2214874734,Wed Jun 17 17:21:18 PDT 2009,NO_QUERY,millymarie,"Happy for him, but  @Suspira44 Another 'GH' Legacy Character on Another Soap: It's sad but true. Wally Kurth, http://tinyurl.com/n7c9j4"
0,2013583335,Tue Jun 02 23:02:10 PDT 2009,NO_QUERY,tiffaniealyssa,tummy ache 
0,2323294392,Thu Jun 25 00:19:22 PDT 2009,NO_QUERY,reesmf,"Got sniffles and a headache. It could be Swine Flu or, worst case scenario, Man Flu "
0,1824282442,Sun May 17 00:44:05 PDT 2009,NO_QUERY,Dphotography,"Morning all, having full Irish before first shoot of the day at 10, crap weather "
0,2188522099,Mon Jun 15 22:03:10 PDT 2009,NO_QUERY,AlyseMooney,@Ginaegee okay maybe you're right  goodnight.
0,2211015114,Wed Jun 17 12:19:17 PDT 2009,NO_QUERY,cwind,"@blairblends You just love me for my hat, don't you? "
0,2255092619,Sat Jun 20 10:44:56 PDT 2009,NO_QUERY,Teek_Tweets,omg my face is so sun- burned! 
0,2001220215,Tue Jun 02 00:11:50 PDT 2009,NO_QUERY,MidnightCrafter,@voodooqueen hey didja see the sad abt my numbers??  so crushed
0,2324540996,Thu Jun 25 03:25:15 PDT 2009,NO_QUERY,Louise916,is sooo bored and hasn't got any ideas of what to do today as everyones left her to go to Corfu!! 
0,2192118561,Tue Jun 16 06:32:18 PDT 2009,NO_QUERY,paigey1624,My little brother is leaving for michigan for a month today  and I won't even get to say bye 
0,1971521675,Sat May 30 07:18:05 PDT 2009,NO_QUERY,iPidge,home and...going shopping 
0,2062096012,Sat Jun 06 22:19:38 PDT 2009,NO_QUERY,Jnetters10,I don't know what to do anymore. I hate being lonely 
0,1883334113,Fri May 22 08:23:10 PDT 2009,NO_QUERY,Tiffinat0r,"Omg I can't believe it, I am finally DONE! Whoohoo!! For now "
0,1982273413,Sun May 31 10:52:47 PDT 2009,NO_QUERY,andrea_o_O,@Dannymcfly where's dougieee???? is he ok??? does he haves the swine flu!?!? is he dead!?!? hope he's ok.. 
0,2015413158,Wed Jun 03 04:35:51 PDT 2009,NO_QUERY,phroghollow,"@kgrtyson easy fix, listen to the abc radio coverage, wish I had tv "
